Date,Product Name,Category,City,Country,Emissions Raw Materials per unit (kgCO₂e),Emissions Manufacturing per unit (kgCO₂e),Emissions Transport per unit (kgCO₂e),Total Emissions per unit (kgCO₂e),Quantity,Total Emissions (kgCO₂e)
2024-05-19,Oversized Hoodie,T-shirt,Rome,Italy,4.88,6.66,3.75,15.29,30,458.7
2021-11-16,Oversized Hoodie,T-shirt,Fukuoka,Japan,3.85,4.02,1.78,9.65,15,144.75
2023-07-25,Basic T-shirt,T-shirt,Milan,Italy,4.67,4.53,2.25,11.45,32,366.4
2020-03-07,Wool Scarf,Accessories,Paris,France,3.15,6.21,3.4,12.76,36,459.36
2020-03-22,Leather Boots,Shoes,Milan,Italy,4.4,5.82,0.86,11.08,49,542.92
2024-12-22,Polo Shirt,T-shirt,Naples,Italy,2.4,5.58,2.92,10.9,12,130.8
2020-03-12,Running Shoes,Shoes,Osaka,Japan,1.49,2.72,3.62,7.83,14,109.62
2022-06-26,Leather Boots,Shoes,Nice,France,4.96,2.84,1.48,9.28,32,296.96
2022-11-02,Denim Jacket,Jacket,Munich,Germany,2.89,5.47,1.78,10.14,26,263.64
2023-08-31,Running Shoes,Shoes,Naples,Italy,1.93,3.46,2.05,7.44,39,290.16
2021-01-06,Leather Belt,Accessories,Lyon,France,3.22,4.27,1.49,8.98,20,179.6
2023-04-05,Leather Belt,Accessories,Cologne,Germany,1.98,3.52,1.02,6.52,31,202.12
2022-01-14,Beanie,Accessories,Milan,Italy,1.79,3.53,1.4,6.72,2,13.44
2020-08-02,Leather Belt,Accessories,Nagoya,Japan,1.67,5.14,3.56,10.37,28,290.36
2024-08-21,Denim Jacket,Jacket,Nagoya,Japan,3.34,6.1,3.11,12.55,22,276.1
2020-05-31,Running Shoes,Shoes,Cologne,Germany,1.72,6.45,1.89,10.06,45,452.7
2022-11-19,Leather Belt,Accessories,Tokyo,Japan,1.37,6.06,3.26,10.69,37,395.53
2023-09-14,Polo Shirt,T-shirt,Kyoto,Japan,3.41,3.15,3.27,9.83,31,304.73
2023-05-13,Raincoat,Jacket,Nagoya,Japan,3.16,6.92,2.09,12.17,39,474.63
2022-08-22,Wool Scarf,Accessories,Paris,France,1.5,3.41,1.85,6.76,44,297.44
2024-08-05,Baseball Cap,Accessories,Osaka,Japan,1.59,3.71,3.42,8.72,37,322.64
2024-04-15,Leather Belt,Accessories,Hamburg,Germany,4.5,2.94,1.25,8.69,35,304.15
2021-06-14,Baseball Cap,Accessories,Bordeaux,France,4.98,2.29,3.92,11.19,1,11.19
2023-05-23,Raincoat,Jacket,Rome,Italy,1.15,4.3,1.28,6.73,30,201.9
2021-12-29,Polo Shirt,T-shirt,Marseille,France,4.01,5.21,3.12,12.34,29,357.86
2021-03-04,Denim Jacket,Jacket,Tokyo,Japan,3.41,6.27,3.81,13.49,45,607.05
2023-07-05,Cargo Pants,Jeans,Venice,Italy,4.55,4.18,1.1,9.83,28,275.24
2020-04-21,Oversized Hoodie,T-shirt,Florence,Italy,4.81,2.26,2.67,9.74,1,9.74
2021-06-07,Graphic T-shirt,T-shirt,Kyoto,Japan,2.43,3.43,0.95,6.81,20,136.2
2022-02-14,Denim Jacket,Jacket,Milan,Italy,3.17,6.39,2.66,12.22,22,268.84
2021-09-24,Graphic T-shirt,T-shirt,Nagoya,Japan,1.21,2.57,3.77,7.55,14,105.7
2024-01-07,Denim Jacket,Jacket,Naples,Italy,1.92,3.58,0.89,6.39,8,51.12
2023-10-07,Bomber Jacket,Jacket,Naples,Italy,2.22,6.14,1.43,9.79,50,489.5
2023-11-15,Canvas Sneakers,Shoes,Nice,France,2.68,2.57,3.85,9.1,39,354.9
2021-11-28,Basic T-shirt,T-shirt,Marseille,France,4.66,4.51,0.7,9.87,42,414.54
2023-12-05,Polo Shirt,T-shirt,Paris,France,1.64,2.17,1.41,5.22,48,250.56
2023-03-21,Baseball Cap,Accessories,Munich,Germany,1.12,3.46,3.02,7.6,19,144.4
2022-02-13,Polo Shirt,T-shirt,Cologne,Germany,3.39,5.22,1.68,10.29,30,308.7
2024-07-18,Running Shoes,Shoes,Naples,Italy,1.36,2.88,3.01,7.25,27,195.75
2021-04-19,Graphic T-shirt,T-shirt,Fukuoka,Japan,1.36,3.85,1.76,6.97,40,278.8
2021-05-08,Leather Boots,Shoes,Marseille,France,4.66,3.89,1.71,10.26,46,471.96
2022-03-19,Running Shoes,Shoes,Hamburg,Germany,3.35,2.39,1.32,7.06,40,282.4
2020-11-07,Oversized Hoodie,T-shirt,Nice,France,1.94,5.66,2.33,9.93,1,9.93
2023-12-30,Raincoat,Jacket,Nice,France,1.32,4.94,2.59,8.85,32,283.2
2020-12-15,Basic T-shirt,T-shirt,Venice,Italy,4.69,4.78,3.21,12.68,24,304.32
2022-06-13,Denim Jacket,Jacket,Kyoto,Japan,4.65,3.55,3.69,11.89,33,392.37
2022-09-29,Leather Belt,Accessories,Berlin,Germany,4.61,5.58,1.24,11.43,8,91.44
2023-04-10,Chino Pants,Jeans,Nice,France,4.78,5.88,3.42,14.08,43,605.44
2021-07-19,Basic T-shirt,T-shirt,Cologne,Germany,2.74,3.91,2.5,9.15,20,183.0
2024-03-20,Beanie,Accessories,Naples,Italy,4.7,3.28,2.29,10.27,8,82.16
2022-10-23,Leather Belt,Accessories,Marseille,France,3.9,6.45,3.51,13.86,48,665.28
2023-08-10,Canvas Sneakers,Shoes,Bordeaux,France,1.47,6.45,1.76,9.68,24,232.32
2024-05-25,Graphic T-shirt,T-shirt,Marseille,France,2.93,6.49,3.6,13.02,7,91.14
2023-05-07,Polo Shirt,T-shirt,Osaka,Japan,3.35,6.89,2.7,12.94,33,427.02
2020-11-29,Baseball Cap,Accessories,Venice,Italy,2.3,5.19,3.6,11.09,4,44.36
2024-12-16,Running Shoes,Shoes,Naples,Italy,1.18,5.3,1.43,7.91,1,7.91
2023-10-09,Canvas Sneakers,Shoes,Rome,Italy,4.23,5.16,1.21,10.6,47,498.2
2024-01-05,Slim Fit Jeans,Jeans,Milan,Italy,2.49,5.16,2.47,10.12,4,40.48
2020-01-19,Chino Pants,Jeans,Rome,Italy,1.22,4.29,2.09,7.6,22,167.2
2021-11-12,Leather Belt,Accessories,Milan,Italy,3.04,3.07,4.0,10.11,1,10.11
2023-02-18,Beanie,Accessories,Lyon,France,2.11,5.08,1.49,8.68,13,112.84
2021-06-29,Ankle Boots,Shoes,Nice,France,4.89,3.12,1.59,9.6,36,345.6
2022-12-04,Leather Boots,Shoes,Bordeaux,France,4.04,6.27,1.24,11.55,12,138.6
2021-03-07,Graphic T-shirt,T-shirt,Hamburg,Germany,4.12,4.56,2.36,11.04,16,176.64
2023-02-11,Graphic T-shirt,T-shirt,Frankfurt,Germany,4.53,2.15,0.99,7.67,22,168.74
2021-10-31,Relaxed Fit Jeans,Jeans,Cologne,Germany,2.38,5.8,1.89,10.07,2,20.14
2023-02-26,Polo Shirt,T-shirt,Paris,France,1.59,5.28,3.18,10.05,41,412.05
2020-07-10,Running Shoes,Shoes,Paris,France,3.74,3.15,3.87,10.76,15,161.4
2020-12-27,Relaxed Fit Jeans,Jeans,Nice,France,2.95,3.89,3.0,9.84,4,39.36
2024-06-15,Bomber Jacket,Jacket,Berlin,Germany,2.01,6.85,0.53,9.39,5,46.95
2024-09-01,Bomber Jacket,Jacket,Frankfurt,Germany,4.02,6.2,3.08,13.3,15,199.5
2020-03-29,Oversized Hoodie,T-shirt,Nice,France,3.93,2.12,1.83,7.88,4,31.52
2023-04-22,Raincoat,Jacket,Naples,Italy,3.09,2.72,2.64,8.45,13,109.85
2024-06-13,Light Jacket,Jacket,Marseille,France,1.4,2.57,2.17,6.14,8,49.12
2020-04-27,Graphic T-shirt,T-shirt,Lyon,France,4.65,4.44,3.98,13.07,48,627.36
2024-01-31,Slim Fit Jeans,Jeans,Florence,Italy,3.26,3.11,1.68,8.05,48,386.4
2021-03-26,Wool Scarf,Accessories,Nice,France,2.54,5.4,3.4,11.34,34,385.56
2022-05-15,Graphic T-shirt,T-shirt,Marseille,France,2.37,3.78,2.83,8.98,47,422.06
2021-05-30,Denim Jacket,Jacket,Lyon,France,4.72,3.25,3.97,11.94,23,274.62
2022-01-01,Leather Belt,Accessories,Frankfurt,Germany,1.55,3.11,3.72,8.38,25,209.5
2024-11-05,Slim Fit Jeans,Jeans,Hamburg,Germany,3.5,5.63,1.36,10.49,28,293.72
2021-05-15,Denim Jacket,Jacket,Tokyo,Japan,3.27,4.84,1.16,9.27,12,111.24
2023-05-23,Leather Boots,Shoes,Florence,Italy,1.43,6.51,1.23,9.17,5,45.85
2024-05-01,Wool Scarf,Accessories,Cologne,Germany,1.21,4.56,3.52,9.29,35,325.15
2021-09-14,Oversized Hoodie,T-shirt,Berlin,Germany,4.02,3.81,2.81,10.64,27,287.28
2022-07-23,Oversized Hoodie,T-shirt,Munich,Germany,2.75,3.14,3.75,9.64,21,202.44
2022-03-22,Polo Shirt,T-shirt,Tokyo,Japan,2.52,3.13,3.46,9.11,2,18.22
2022-01-28,Baseball Cap,Accessories,Venice,Italy,1.51,5.13,1.79,8.43,11,92.73
2021-09-10,Bomber Jacket,Jacket,Nagoya,Japan,2.85,6.0,1.96,10.81,36,389.16
2023-12-27,Light Jacket,Jacket,Venice,Italy,4.11,2.37,2.13,8.61,30,258.3
2023-08-13,Bomber Jacket,Jacket,Venice,Italy,1.6,5.52,2.93,10.05,11,110.55
2020-06-12,Wool Scarf,Accessories,Fukuoka,Japan,1.06,6.7,1.77,9.53,16,152.48
2021-12-29,Light Jacket,Jacket,Berlin,Germany,4.7,6.29,2.96,13.95,18,251.1
2024-10-18,Baseball Cap,Accessories,Tokyo,Japan,4.22,4.2,3.13,11.55,5,57.75
2022-05-27,Chino Pants,Jeans,Venice,Italy,1.58,5.59,1.34,8.51,23,195.73
2024-12-20,Relaxed Fit Jeans,Jeans,Frankfurt,Germany,3.77,3.13,1.78,8.68,10,86.8
2023-11-02,Slim Fit Jeans,Jeans,Berlin,Germany,4.38,2.92,2.06,9.36,44,411.84
2021-01-17,Chino Pants,Jeans,Tokyo,Japan,2.47,5.49,2.96,10.92,3,32.76
2020-04-05,Oversized Hoodie,T-shirt,Lyon,France,1.73,4.66,1.72,8.11,48,389.28
2022-01-19,Oversized Hoodie,T-shirt,Osaka,Japan,4.26,4.76,2.5,11.52,33,380.16
2023-07-08,Denim Jacket,Jacket,Munich,Germany,2.21,3.3,0.79,6.3,42,264.6
2020-09-03,Cargo Pants,Jeans,Paris,France,1.41,3.35,1.58,6.34,3,19.02
2021-07-08,Running Shoes,Shoes,Fukuoka,Japan,4.24,4.14,2.55,10.93,4,43.72
2021-05-20,Denim Jacket,Jacket,Nice,France,4.48,3.23,0.82,8.53,37,315.61
2022-04-05,Oversized Hoodie,T-shirt,Marseille,France,2.57,4.53,1.51,8.61,50,430.5
2020-04-11,Baseball Cap,Accessories,Marseille,France,4.92,4.43,3.94,13.29,45,598.05
2023-03-10,Running Shoes,Shoes,Milan,Italy,4.25,2.46,1.29,8.0,7,56.0
2020-10-04,Oversized Hoodie,T-shirt,Marseille,France,1.8,2.61,3.9,8.31,33,274.23
2024-12-28,Bomber Jacket,Jacket,Bordeaux,France,4.39,4.84,3.52,12.75,11,140.25
2021-04-12,Baseball Cap,Accessories,Naples,Italy,1.33,2.41,1.36,5.1,37,188.7
2022-11-11,Chino Pants,Jeans,Osaka,Japan,2.77,2.96,0.62,6.35,39,247.65
2024-11-03,Canvas Sneakers,Shoes,Kyoto,Japan,1.53,5.43,0.73,7.69,29,223.01
2023-04-04,Beanie,Accessories,Osaka,Japan,4.53,2.72,0.94,8.19,12,98.28
2022-11-15,Running Shoes,Shoes,Munich,Germany,2.98,4.4,0.54,7.92,28,221.76
2024-07-05,Wool Scarf,Accessories,Naples,Italy,2.0,5.17,2.59,9.76,14,136.64
2021-04-13,Bomber Jacket,Jacket,Venice,Italy,1.37,5.13,2.46,8.96,50,448.0
2021-03-02,Light Jacket,Jacket,Milan,Italy,4.33,3.83,1.32,9.48,32,303.36
2022-01-13,Graphic T-shirt,T-shirt,Paris,France,3.16,4.8,3.49,11.45,24,274.8
2020-06-17,Leather Boots,Shoes,Fukuoka,Japan,4.93,6.64,0.65,12.22,44,537.68
2023-11-26,Slim Fit Jeans,Jeans,Lyon,France,2.33,3.92,3.31,9.56,29,277.24
2023-08-11,Leather Belt,Accessories,Lyon,France,1.29,5.89,1.58,8.76,22,192.72
2020-12-03,Basic T-shirt,T-shirt,Nagoya,Japan,1.83,4.13,2.19,8.15,14,114.1
2021-10-09,Chino Pants,Jeans,Tokyo,Japan,2.52,6.54,3.63,12.69,3,38.07
2020-04-17,Beanie,Accessories,Munich,Germany,4.34,2.02,2.82,9.18,36,330.48
2021-12-16,Beanie,Accessories,Venice,Italy,4.68,2.53,3.06,10.27,5,51.35
2022-11-12,Ankle Boots,Shoes,Berlin,Germany,1.88,4.89,0.55,7.32,43,314.76
2021-09-30,Denim Jacket,Jacket,Fukuoka,Japan,2.57,5.28,0.82,8.67,37,320.79
2020-07-02,Denim Jacket,Jacket,Tokyo,Japan,1.97,4.1,3.48,9.55,27,257.85
2024-10-08,Wool Scarf,Accessories,Naples,Italy,2.79,6.26,2.27,11.32,5,56.6
2023-09-10,Basic T-shirt,T-shirt,Berlin,Germany,1.13,4.47,2.68,8.28,12,99.36
2021-11-01,Denim Jacket,Jacket,Marseille,France,1.6,2.58,1.44,5.62,17,95.54
2024-09-04,Baseball Cap,Accessories,Bordeaux,France,4.14,4.48,2.82,11.44,32,366.08
2022-05-01,Baseball Cap,Accessories,Milan,Italy,2.81,2.74,1.9,7.45,11,81.95
2023-07-21,Graphic T-shirt,T-shirt,Nice,France,2.09,5.03,2.1,9.22,8,73.76
2022-06-02,Leather Belt,Accessories,Cologne,Germany,4.82,6.37,2.97,14.16,14,198.24
2021-07-23,Ankle Boots,Shoes,Munich,Germany,2.59,5.84,2.86,11.29,32,361.28
2023-03-25,Leather Belt,Accessories,Nice,France,3.3,2.11,2.42,7.83,17,133.11
2023-10-15,Denim Jacket,Jacket,Paris,France,1.99,5.36,3.89,11.24,10,112.4
2021-12-21,Cargo Pants,Jeans,Florence,Italy,3.23,6.77,0.79,10.79,23,248.17
2022-12-05,Running Shoes,Shoes,Nagoya,Japan,4.11,6.28,1.66,12.05,26,313.3
2022-07-09,Beanie,Accessories,Venice,Italy,3.91,3.0,1.07,7.98,45,359.1
2021-05-12,Leather Boots,Shoes,Rome,Italy,1.34,2.81,1.55,5.7,6,34.2
2024-02-26,Graphic T-shirt,T-shirt,Naples,Italy,2.0,6.44,2.89,11.33,34,385.22
2022-11-04,Ankle Boots,Shoes,Tokyo,Japan,4.47,3.74,1.8,10.01,31,310.31
2023-12-03,Polo Shirt,T-shirt,Berlin,Germany,1.82,5.06,2.25,9.13,11,100.43
2023-02-27,Cargo Pants,Jeans,Tokyo,Japan,1.52,3.91,1.14,6.57,1,6.57
2022-03-01,Chino Pants,Jeans,Kyoto,Japan,2.06,6.56,3.21,11.83,48,567.84
2022-07-11,Ankle Boots,Shoes,Paris,France,2.63,2.95,3.96,9.54,38,362.52
2022-02-03,Oversized Hoodie,T-shirt,Rome,Italy,2.67,5.31,1.21,9.19,23,211.37
2022-06-15,Chino Pants,Jeans,Marseille,France,3.28,2.22,2.54,8.04,20,160.8
2024-10-09,Raincoat,Jacket,Naples,Italy,1.01,5.14,0.85,7.0,49,343.0
2024-11-20,Running Shoes,Shoes,Munich,Germany,2.16,4.74,2.64,9.54,11,104.94
2020-10-02,Graphic T-shirt,T-shirt,Frankfurt,Germany,1.74,4.95,2.83,9.52,24,228.48
2023-03-07,Light Jacket,Jacket,Berlin,Germany,1.65,4.56,3.37,9.58,37,354.46
2022-10-01,Basic T-shirt,T-shirt,Tokyo,Japan,1.59,6.29,0.81,8.69,37,321.53
2021-04-24,Graphic T-shirt,T-shirt,Fukuoka,Japan,2.79,5.95,3.23,11.97,29,347.13
2023-09-02,Polo Shirt,T-shirt,Paris,France,2.07,4.21,2.5,8.78,14,122.92
2022-03-30,Relaxed Fit Jeans,Jeans,Frankfurt,Germany,1.17,6.95,2.78,10.9,21,228.9
2021-06-20,Light Jacket,Jacket,Venice,Italy,4.42,6.33,3.25,14.0,22,308.0
2020-09-26,Leather Belt,Accessories,Paris,France,1.96,5.74,3.37,11.07,34,376.38
2021-09-23,Chino Pants,Jeans,Marseille,France,4.31,6.38,3.0,13.69,46,629.74
2022-05-25,Raincoat,Jacket,Frankfurt,Germany,3.87,3.18,3.45,10.5,33,346.5
2023-02-04,Light Jacket,Jacket,Nice,France,4.55,6.4,3.32,14.27,34,485.18
2023-06-14,Baseball Cap,Accessories,Osaka,Japan,2.83,5.38,3.29,11.5,38,437.0
2024-09-21,Baseball Cap,Accessories,Lyon,France,1.19,3.11,1.04,5.34,44,234.96
2020-11-12,Denim Jacket,Jacket,Milan,Italy,1.49,2.37,1.96,5.82,8,46.56
2022-05-21,Polo Shirt,T-shirt,Hamburg,Germany,2.7,3.9,2.1,8.7,48,417.6
2021-01-01,Raincoat,Jacket,Fukuoka,Japan,4.18,2.29,1.23,7.7,29,223.3
2024-07-26,Raincoat,Jacket,Kyoto,Japan,3.8,4.16,3.44,11.4,24,273.6
2024-09-06,Graphic T-shirt,T-shirt,Lyon,France,3.04,5.08,2.29,10.41,6,62.46
2024-01-18,Relaxed Fit Jeans,Jeans,Florence,Italy,2.89,3.87,3.9,10.66,35,373.1
2022-03-04,Raincoat,Jacket,Venice,Italy,2.51,6.69,3.17,12.37,26,321.62
2021-01-07,Raincoat,Jacket,Tokyo,Japan,3.03,6.76,1.59,11.38,34,386.92
2024-10-12,Graphic T-shirt,T-shirt,Nagoya,Japan,1.7,6.24,2.82,10.76,38,408.88
2021-02-01,Raincoat,Jacket,Nagoya,Japan,3.17,6.78,0.76,10.71,32,342.72
2022-03-09,Oversized Hoodie,T-shirt,Nice,France,1.91,3.27,1.97,7.15,50,357.5
2024-03-28,Leather Belt,Accessories,Paris,France,1.89,5.21,3.51,10.61,18,190.98
2021-01-04,Chino Pants,Jeans,Milan,Italy,4.75,3.72,3.73,12.2,4,48.8
2024-06-23,Chino Pants,Jeans,Naples,Italy,2.67,2.27,3.71,8.65,15,129.75
2022-07-01,Raincoat,Jacket,Berlin,Germany,1.6,6.67,2.81,11.08,22,243.76
2024-12-25,Cargo Pants,Jeans,Florence,Italy,3.64,5.72,3.65,13.01,4,52.04
2024-03-10,Wool Scarf,Accessories,Frankfurt,Germany,2.19,6.85,3.69,12.73,27,343.71
2022-08-10,Polo Shirt,T-shirt,Berlin,Germany,2.7,3.51,3.07,9.28,7,64.96
2020-12-02,Chino Pants,Jeans,Hamburg,Germany,2.04,4.27,3.86,10.17,28,284.76
2024-12-14,Beanie,Accessories,Fukuoka,Japan,2.32,4.89,1.24,8.45,33,278.85
2020-11-01,Bomber Jacket,Jacket,Berlin,Germany,4.11,2.48,2.69,9.28,23,213.44
2020-10-08,Running Shoes,Shoes,Fukuoka,Japan,1.99,6.4,3.01,11.4,15,171.0
2024-05-30,Raincoat,Jacket,Lyon,France,4.48,5.77,1.38,11.63,42,488.46
2024-12-01,Relaxed Fit Jeans,Jeans,Venice,Italy,1.05,3.58,1.0,5.63,45,253.35
2020-07-29,Graphic T-shirt,T-shirt,Cologne,Germany,1.28,6.71,1.24,9.23,30,276.9
2020-11-06,Chino Pants,Jeans,Munich,Germany,3.46,4.76,2.87,11.09,21,232.89
2021-07-27,Basic T-shirt,T-shirt,Hamburg,Germany,2.87,3.06,0.99,6.92,25,173.0
2022-09-24,Baseball Cap,Accessories,Frankfurt,Germany,4.71,6.59,1.85,13.15,48,631.2
2023-12-29,Ankle Boots,Shoes,Nice,France,3.07,4.94,3.41,11.42,25,285.5
2021-10-03,Light Jacket,Jacket,Nice,France,4.46,5.79,1.36,11.61,7,81.27
2022-09-29,Raincoat,Jacket,Paris,France,4.09,4.72,1.07,9.88,10,98.8
2022-07-28,Chino Pants,Jeans,Florence,Italy,1.02,3.76,0.7,5.48,8,43.84
2023-01-03,Denim Jacket,Jacket,Berlin,Germany,3.26,2.68,2.25,8.19,32,262.08
2023-10-18,Denim Jacket,Jacket,Kyoto,Japan,1.81,5.63,2.61,10.05,47,472.35
2023-04-05,Chino Pants,Jeans,Berlin,Germany,2.36,4.39,3.11,9.86,38,374.68
2024-06-24,Denim Jacket,Jacket,Frankfurt,Germany,3.19,4.53,3.47,11.19,32,358.08
2023-11-16,Chino Pants,Jeans,Hamburg,Germany,2.67,2.24,1.17,6.08,14,85.12
2020-12-06,Chino Pants,Jeans,Marseille,France,4.35,4.09,0.75,9.19,13,119.47
2024-10-24,Leather Boots,Shoes,Fukuoka,Japan,3.59,3.88,2.29,9.76,4,39.04
2024-05-17,Leather Belt,Accessories,Berlin,Germany,1.59,2.69,3.72,8.0,49,392.0
2020-05-06,Canvas Sneakers,Shoes,Berlin,Germany,4.73,3.17,3.32,11.22,2,22.44
2021-12-06,Oversized Hoodie,T-shirt,Munich,Germany,2.23,6.05,2.68,10.96,39,427.44
2023-05-04,Running Shoes,Shoes,Cologne,Germany,3.03,5.51,1.22,9.76,19,185.44
2021-04-04,Cargo Pants,Jeans,Berlin,Germany,2.5,6.85,2.81,12.16,45,547.2
2022-02-26,Basic T-shirt,T-shirt,Paris,France,4.07,5.36,0.81,10.24,25,256.0
2023-08-26,Leather Belt,Accessories,Munich,Germany,2.97,3.76,1.58,8.31,50,415.5
2023-06-14,Leather Boots,Shoes,Marseille,France,1.16,4.41,1.75,7.32,5,36.6
2024-08-12,Denim Jacket,Jacket,Fukuoka,Japan,2.39,5.1,3.11,10.6,25,265.0
2021-02-21,Relaxed Fit Jeans,Jeans,Nice,France,3.16,5.89,0.97,10.02,28,280.56
2020-01-09,Slim Fit Jeans,Jeans,Munich,Germany,2.66,5.34,3.82,11.82,27,319.14
2020-11-09,Chino Pants,Jeans,Florence,Italy,2.03,3.5,3.65,9.18,47,431.46
2024-08-02,Denim Jacket,Jacket,Paris,France,4.61,5.15,2.05,11.81,10,118.1
2022-02-08,Denim Jacket,Jacket,Cologne,Germany,1.07,5.52,3.82,10.41,35,364.35
2024-11-19,Wool Scarf,Accessories,Osaka,Japan,1.11,3.94,1.5,6.55,14,91.7
2021-02-01,Light Jacket,Jacket,Paris,France,3.76,2.95,2.57,9.28,35,324.8
2020-11-24,Relaxed Fit Jeans,Jeans,Venice,Italy,2.6,5.7,0.59,8.89,29,257.81
2023-04-12,Bomber Jacket,Jacket,Osaka,Japan,3.57,6.4,1.77,11.74,28,328.72
2020-10-01,Leather Belt,Accessories,Berlin,Germany,2.24,6.77,0.7,9.71,47,456.37
2023-12-09,Leather Belt,Accessories,Berlin,Germany,3.08,3.58,0.98,7.64,9,68.76
2020-02-12,Light Jacket,Jacket,Munich,Germany,2.45,3.21,3.6,9.26,15,138.9
2021-04-26,Ankle Boots,Shoes,Tokyo,Japan,4.68,5.55,3.39,13.62,32,435.84
2020-03-11,Bomber Jacket,Jacket,Naples,Italy,1.06,6.87,3.63,11.56,35,404.6
2022-08-18,Bomber Jacket,Jacket,Nagoya,Japan,4.27,5.85,1.35,11.47,14,160.58
2022-01-08,Wool Scarf,Accessories,Venice,Italy,1.7,3.21,1.57,6.48,48,311.04
2021-12-14,Cargo Pants,Jeans,Naples,Italy,1.1,3.03,3.73,7.86,31,243.66
2020-03-02,Raincoat,Jacket,Osaka,Japan,2.14,4.48,1.48,8.1,13,105.3
2024-01-12,Running Shoes,Shoes,Marseille,France,4.77,2.55,2.13,9.45,45,425.25
2024-06-20,Baseball Cap,Accessories,Milan,Italy,2.12,5.94,3.41,11.47,3,34.41
2021-06-30,Running Shoes,Shoes,Osaka,Japan,3.16,3.7,1.54,8.4,5,42.0
2024-06-20,Relaxed Fit Jeans,Jeans,Florence,Italy,2.02,4.51,3.86,10.39,26,270.14
2021-11-10,Raincoat,Jacket,Florence,Italy,3.12,5.77,1.6,10.49,46,482.54
2023-03-27,Beanie,Accessories,Osaka,Japan,2.83,2.32,1.74,6.89,43,296.27
2021-07-28,Canvas Sneakers,Shoes,Venice,Italy,1.17,5.46,2.77,9.4,24,225.6
2023-08-20,Cargo Pants,Jeans,Munich,Germany,2.22,5.91,1.9,10.03,27,270.81
2022-06-12,Chino Pants,Jeans,Munich,Germany,1.72,5.9,2.14,9.76,14,136.64
2021-02-04,Bomber Jacket,Jacket,Naples,Italy,2.31,5.01,3.35,10.67,16,170.72
2021-05-06,Leather Boots,Shoes,Milan,Italy,1.65,4.13,1.89,7.67,43,329.81
2022-03-17,Leather Belt,Accessories,Frankfurt,Germany,2.25,6.51,0.82,9.58,29,277.82
2023-03-08,Graphic T-shirt,T-shirt,Florence,Italy,2.84,6.32,1.07,10.23,12,122.76
2024-07-27,Basic T-shirt,T-shirt,Osaka,Japan,4.77,4.45,0.99,10.21,3,30.63
2022-05-31,Canvas Sneakers,Shoes,Bordeaux,France,1.25,4.79,2.37,8.41,9,75.69
2024-10-26,Oversized Hoodie,T-shirt,Marseille,France,3.28,4.69,1.34,9.31,27,251.37
2024-05-14,Ankle Boots,Shoes,Berlin,Germany,4.6,5.97,1.95,12.52,48,600.96
2020-04-06,Raincoat,Jacket,Osaka,Japan,3.74,6.94,3.57,14.25,9,128.25
2023-11-11,Oversized Hoodie,T-shirt,Osaka,Japan,2.85,4.85,2.43,10.13,38,384.94
2020-05-03,Relaxed Fit Jeans,Jeans,Munich,Germany,3.06,4.83,1.13,9.02,16,144.32
2023-07-25,Canvas Sneakers,Shoes,Florence,Italy,1.89,6.08,2.71,10.68,10,106.8
2024-07-07,Oversized Hoodie,T-shirt,Milan,Italy,3.63,5.63,3.1,12.36,9,111.24
2020-11-04,Basic T-shirt,T-shirt,Nice,France,1.97,5.08,3.46,10.51,31,325.81
2023-07-30,Beanie,Accessories,Milan,Italy,3.05,2.17,2.17,7.39,5,36.95
2024-03-16,Canvas Sneakers,Shoes,Nagoya,Japan,2.93,6.92,1.07,10.92,6,65.52
2022-08-20,Leather Belt,Accessories,Kyoto,Japan,1.37,4.94,3.95,10.26,33,338.58
2020-07-17,Chino Pants,Jeans,Venice,Italy,3.19,2.25,2.53,7.97,44,350.68
2023-12-18,Leather Belt,Accessories,Hamburg,Germany,2.36,2.33,2.61,7.3,35,255.5
2022-04-19,Polo Shirt,T-shirt,Marseille,France,3.37,2.85,2.88,9.1,25,227.5
2022-09-05,Raincoat,Jacket,Berlin,Germany,2.73,5.06,1.6,9.39,8,75.12
2020-05-17,Ankle Boots,Shoes,Lyon,France,4.77,3.0,3.78,11.55,40,462.0
2024-11-08,Relaxed Fit Jeans,Jeans,Munich,Germany,2.86,6.6,1.15,10.61,7,74.27
2021-12-27,Running Shoes,Shoes,Florence,Italy,1.0,3.01,0.56,4.57,8,36.56
2023-11-13,Slim Fit Jeans,Jeans,Nagoya,Japan,2.55,3.81,2.03,8.39,1,8.39
2022-11-15,Leather Boots,Shoes,Cologne,Germany,4.66,2.81,3.36,10.83,6,64.98
2021-09-21,Leather Belt,Accessories,Tokyo,Japan,1.13,2.31,1.88,5.32,4,21.28
2023-03-20,Chino Pants,Jeans,Cologne,Germany,2.48,4.76,3.37,10.61,20,212.2
2022-03-13,Leather Belt,Accessories,Rome,Italy,1.53,3.9,2.74,8.17,2,16.34
2021-07-20,Beanie,Accessories,Fukuoka,Japan,3.98,4.45,0.51,8.94,29,259.26
2021-03-24,Denim Jacket,Jacket,Bordeaux,France,1.94,4.02,0.78,6.74,50,337.0
2022-09-05,Chino Pants,Jeans,Frankfurt,Germany,4.39,4.95,0.57,9.91,4,39.64
2021-07-04,Light Jacket,Jacket,Osaka,Japan,3.06,3.16,2.24,8.46,48,406.08
